MinTemp,MaxTemp,Rainfall,WindSpeed,Humidity,Pressure,RainTomorrow
9.2,17.4,0,20,50,1019.4,0
4.8,19,0,11,49,1024.8,0
5.7,21.8,0,11,51,1025,0
8,23.3,0,11,47,1020.8,0
9.5,25.8,0,17,49,1016.9,0
14.8,19,0.4,15,77,1016.8,1
8.2,22.2,2.4,9,51,1018.7,0
10.9,22.2,0,11,47,1018.5,0
8.8,23.5,0,20,35,1015.6,1
10.2,22.3,1.6,17,46,1015.4,0
8.8,23.6,0,7,48,1016.4,0
10.3,25.6,0,24,44,1012.6,1
16,19.5,3.4,19,96,1008.4,1
13.8,18.7,50.8,22,67,1012,1
10.2,18.9,1.2,19,52,1013.8,0
7.1,20.3,0,24,51,1014.7,0
10.7,18,0,26,49,1018.2,0
10.1,18.8,0,15,48,1019,0
11.1,21,0,13,37,1019.6,0
7.5,22.9,0,6,42,1018.6,0
9.3,24.5,0,19,46,1013.8,1
14.7,24.7,2.2,20,64,1014.7,0
11.6,27.7,0,11,47,1021.4,0
15.5,29,0,17,45,1015,0
15.2,30.5,0.6,13,47,1010,0
17.5,31.3,0,26,41,1008.7,0
21.1,26.9,0,24,78,1011,1
19.2,22.6,52.6,15,73,1013.2,1
15.9,23.1,2.4,19,32,1011.7,0
11.4,20.8,0,19,42,1013.8,0
8.8,23.3,0,17,34,1014.5,0
9.1,24.8,0,22,36,1013.5,0
12.1,25.5,0,11,39,1019.8,0
12,27.3,0,9,39,1022.1,0
12.7,29.7,0,9,29,1019.1,0
14.7,29.9,0,7,36,1019.5,0
14.8,29.4,0,17,34,1020.5,0
18.1,30.1,0,11,31,1018.8,0
18.9,27.6,0,15,57,1017,1
17.9,24.2,4,9,68,1015.5,1
14.8,27.6,19.2,6,66,1008.5,1
17.8,21.4,18.8,17,89,1007.9,1
13.6,22.6,14.8,22,51,1012.7,1
14.4,23.3,1.6,13,81,1014.3,1
16.7,23.9,12,9,73,1013.3,0
16.1,26.6,0.6,11,90,1013.3,1
15.7,27.3,18.4,15,75,1011.3,1
17.3,29.9,1.2,17,48,1009.3,0
16.6,31.6,0,13,31,1008.2,0
18.9,30.4,0,19,38,1008.9,0
21.3,29.8,0,26,44,1008.8,1
20.3,29.7,3.2,35,55,1005,1
18,26.7,25.6,20,50,1007.2,0
16.7,22.5,0,26,38,1008.7,0
11.2,24.3,0,24,35,1004.5,0
15,22.2,0,24,33,1006.3,0
10.5,26.2,0,11,32,1012.5,0
13.7,28.8,0,7,36,1010.4,0
16.1,31.1,0,11,28,1003.6,0
15.1,25.6,0.4,26,21,1003.8,0
10.3,25.9,0,26,31,1002.1,0
14,20.8,1,35,52,1002.8,1
10.4,18,3,13,55,994.3,1
8.6,20.5,6.2,22,50,1004.3,1
9.9,21.2,1.6,19,48,1011.5,0
9.4,25.9,0,11,37,1015.7,0
12.3,29.2,0,20,24,1017.4,0
13.9,30.8,0,9,33,1018.2,0
19.3,29.1,0,24,72,1009.9,0
17.5,30,1,30,35,1000.5,0
11.3,22.2,0,31,38,1007.1,0
9.1,26.7,0,11,35,1014.2,0
13.5,31,0,13,28,1012.8,0
14.8,34,0,24,25,1013.3,0
15.7,38.1,0,9,22,1010.7,0
23.2,35.8,0,9,29,1009.2,0
20.1,31.1,0.6,15,27,1009.5,0
13.6,29.4,0,11,28,1009.3,0
13.9,29.2,0,11,38,1007.8,0
16,28.9,0,9,31,1004.3,0
16.5,31.6,0,13,34,1007.7,0
16.1,30.7,0,6,42,1010.1,0
17.8,32,0,11,40,1009.1,0
20.1,33,0,22,41,1010.6,1
20.1,32,35,11,40,1010,1
21.6,26.4,1.4,15,87,1009.4,1
21.5,28.9,5,11,84,1006.2,1
22.1,30.6,14.2,28,59,1006.5,1
24,25.5,2.4,22,90,1006,1
19.9,31.4,13.8,11,34,1007.4,0
18.5,33.7,0,13,46,1005.1,0
19.8,26.9,0,24,36,1003.3,0
12.9,27.2,0,9,43,1005.9,0
12.9,29.3,0,9,36,1007.8,0
16.1,31.9,0,13,38,1009.4,0
17.8,32.5,0,6,40,1009.9,0
19.8,34.6,0,13,37,1010.3,0
20.7,31.4,0,7,41,1006.1,0
19.8,30.6,0,15,29,1001.5,0
14.9,32,0,15,30,1006.6,0
21.1,34.4,0,20,40,1009.6,0
14.3,31.6,0,19,30,1013.7,0
12.6,32.3,0,9,20,1015.9,0
14.5,32,0,9,32,1017.2,0
16.7,35.4,0,17,31,1015.6,0
19.9,38.2,0,17,25,1011.4,0
20.5,39.8,0,28,16,1005.2,0
21.9,33.7,0,20,49,1011.1,1
21.9,36,3.4,7,50,1011.6,1
22.5,28.2,2.6,9,99,1011.1,1
20.4,23,99.2,4,95,1007.3,1
14.7,21.5,51,22,45,1019.6,0
10.8,25.5,0,7,40,1019.5,0
13.4,27.3,0,11,50,1016.6,0
15,29.4,0,9,43,1019.8,0
17,29.7,0,17,55,1016.1,1
19.8,24.8,39.8,9,94,1011.5,1
18.7,28.5,28.2,19,57,1012.9,0
15.1,28.6,0,7,50,1016.5,0
14.5,29.2,0,9,45,1019.9,0
16.4,28,0,9,40,1018.6,0
18.9,22,0.2,13,85,1016.1,1
18.9,29.2,5.8,4,55,1010.8,0
19.3,30.7,0,15,51,1010.3,1
21.7,29,12.2,20,67,1004.5,1
16.7,25.7,12.8,26,50,1009.7,0
10.1,22.5,0,20,40,1015.2,0
12.3,25.2,0,9,43,1020.5,0
12.6,28,0.2,11,43,1020,0
13.9,29.2,0,13,43,1015.5,0
16.5,29.8,0,7,36,1011.5,0
15.6,30.9,0,7,36,1008.6,0
19.6,24.8,0.2,7,87,1009,1
17.9,30,11.8,11,55,1003.7,0
16,22.8,0,30,40,1009.1,0
8.8,23.4,0,11,41,1012.8,0
8.4,22.3,0,22,45,1011.6,0
8.6,22.1,0,20,42,1013.6,0
11.5,25,0,13,30,1019.4,0
9.6,25.3,0,9,38,1022.8,0
10.6,26.6,0,9,42,1019.2,0
11.4,28.7,0,17,34,1013.2,0
16.8,27,0,15,57,1013,1
18.7,20.8,13.4,13,95,1011.9,1
16.8,27,10.2,13,54,1013.7,0
17.2,28.2,0.6,19,56,1017.1,0
19.6,29.3,0.6,13,61,1017.2,1
18.2,26.9,19.8,7,61,1019.2,0
16.3,28.4,0.2,11,56,1017,0
17.1,28.2,0.4,19,37,1015.5,0
12.1,25.9,0.2,7,51,1016,0
12.8,26.3,0,11,47,1012.4,0
13.3,27.4,0,15,43,1010.6,0
13.9,28.1,0,9,46,1008.4,0
18.2,25.9,0,15,59,1002.5,0
18.6,26.8,0,13,58,1000.3,0
16.3,20.1,0,22,63,1005.3,1
13.9,22,8,19,64,1003.8,0
13.3,22.1,0,17,49,1012.6,0
9.6,24.2,0,4,43,1019.7,0
9.8,23,0,7,47,1023.6,0
10.2,24.7,0,11,45,1023.8,0
11.5,25.7,0,11,52,1020.2,0
12.3,25.8,0,6,55,1015.6,0
7.2,22.1,0.2,7,47,1021.5,0
8.7,20.4,0,9,66,1016.3,0
12.3,22.3,0,7,57,1014.3,0
9,21.9,0,0,46,1014.5,0
6.7,19,0.6,19,47,1018,0
4.4,18.1,0.2,6,42,1022.3,0
2.8,16.8,0,7,53,1021.5,0
3.4,15.9,0,9,57,1016,0
2.1,16.8,0,17,39,1013.5,0
3.8,16.1,0,24,43,1016.8,0
1.1,15.2,0,17,43,1015.3,1
3,11,3.6,26,55,1009,0
0.2,10.1,0.4,4,89,1013.8,1
3.8,14.1,5,20,74,1012.3,1
3.8,14.3,1.8,19,46,1021.8,0
-0.7,13.7,0,9,57,1029.9,0
0.8,11.2,0,7,74,1030.5,0
0.5,15.8,0,4,54,1028.1,0
2.3,17.9,0,7,48,1029.2,0
2.7,16,0,6,55,1028.8,0
4.5,18.6,0,7,48,1024.9,0
3.3,20.5,0,9,50,1020.7,0
5.8,22,0,20,53,1009.3,1
10.2,15,17.4,20,85,1000.5,1
8.9,15.6,3.6,7,65,1008.2,0
3.1,14.7,0,17,47,1016.1,0
1.3,14.9,0,20,52,1018.6,0
1.9,13.8,0,11,65,1020.6,0
2.6,13.9,0,11,72,1023.5,0
2.5,14.8,0,0,63,1023.4,0
3.6,15.9,0,11,51,1023.2,0
2.8,19.4,0,9,48,1022,0
3.1,19.8,0,11,53,1025.1,0
2.9,17.6,0,9,58,1023.4,0
4.3,18.3,0,11,57,1016.4,1
8.5,14.8,8.8,11,72,1015.6,0
2.2,12,0,15,75,1014.7,1
4.9,12.8,2,15,50,1018,0
-0.5,9.8,0,13,79,1014.3,1
1.5,10.2,2.6,22,63,1017.3,0
2.9,14.6,0,17,51,1016.2,0
-1.1,14,0,13,46,1021.7,0
-1.4,13.9,0,17,50,1026.6,0
1,16.1,0.2,17,49,1026,0
-0.3,15.9,0,11,41,1024.5,0
1.7,16.7,0,19,45,1023.7,0
0.5,16.9,0,7,48,1024.7,0
1,16.1,0,6,52,1018.4,0
3,12.6,1,15,68,1010.1,0
5.7,12.5,0.2,11,85,1014.5,0
3.3,11.8,0,7,92,1015.2,1
7.6,14.6,3.6,19,67,1010.8,1
6.6,11.6,10.6,28,58,1003.9,0
5.9,11.1,0.6,19,69,1013.6,1
6.2,14.2,3.4,17,70,1020.9,0
2.9,13.1,0,7,87,1027.8,0
5.5,15.5,0.4,6,65,1028.1,0
3.2,15.7,0,13,55,1025.1,0
0.9,16.4,0,0,47,1028.7,0
-0.2,15.2,0,7,52,1032.6,0
0.9,16.6,0,6,50,1035.1,0
0.3,15.2,0,9,53,1034.2,0
0.3,14.1,0,4,59,1028.7,0
0.2,15.2,0,9,63,1020.9,0
2.9,14.8,0,7,80,1014.3,1
6.3,14.8,15.4,35,54,1009.1,1
6.9,11.2,3.8,28,73,1008.8,1
7,10.8,1.2,19,87,1007.7,1
6.8,11.2,4.4,24,54,1018.3,0
-0.5,8.3,0,15,64,1024.7,1
4.3,9.2,4.2,19,87,1021.1,0
6.4,11,0,28,68,1012.6,1
4.7,11.8,6.6,19,64,1022.7,0
5.7,10.5,0,19,64,1023.4,0
7.1,9.8,0,17,88,1020.1,1
-0.3,12.6,4,2,65,1029.7,0
-1.6,12.1,0,7,46,1033.3,0
0.2,14.1,0,9,56,1026.3,0
5.3,11.1,0,9,95,1021.2,1
8.4,11,8.8,7,85,1018.3,1
0.4,14.5,1.8,0,66,1017.8,0
0.3,16.7,0.2,19,54,1020.2,0
3.5,17.2,0,11,46,1020,0
6.9,15.6,0,15,45,1021.4,0
0.1,14.6,0,11,45,1021.6,0
1.6,9.3,0.2,11,81,1018.2,1
5.5,13.2,16.2,11,80,1015.8,1
4.1,14.1,2.2,11,63,1022,0
0.5,14.5,0,7,49,1028.8,0
0.2,13.1,0,6,59,1027.6,0
-1.4,14.7,0,9,52,1024.7,0
0.6,16.1,0.2,13,54,1020,0
4.9,14.7,1,15,76,1019.8,0
3.4,19,0,11,55,1018.5,0
6.5,20.6,0,13,44,1018,0
3.9,21.5,0.2,15,43,1019.9,0
7.1,22.9,0,24,37,1021.4,0
5.6,20.7,0,24,42,1018.1,1
9.9,12.9,14.6,6,92,1014.8,1
5.3,11.1,4.2,7,84,1013.2,1
7.1,12.3,8.2,13,76,1009.5,1
3.1,10.1,1.2,13,76,1008.4,1
6.3,10.9,3.6,13,83,1006.9,1
3.4,16.8,2.8,22,50,1012.3,0
1.6,16.3,0,15,43,1019.5,0
0.7,13.4,0,7,65,1023.1,0
4.3,17.3,0,4,50,1024,1
3.9,13.8,1.2,7,73,1021.7,0
9,19.4,0.2,13,45,1016.2,1
7.1,12.6,5.6,28,91,1005.7,1
7.4,10.8,30.8,15,91,1010.2,0
6.9,19.3,0.8,19,49,1020.7,0
3.2,17.3,0,9,32,1030.4,0
2.1,18,0,11,46,1034.6,0
1.8,17.7,0,7,47,1036,0
2.5,16.9,0,9,56,1032.6,0
2.4,17.5,0,6,56,1026.7,0
2.5,20.7,0,19,48,1020.6,0
1.9,16.6,0,13,36,1023.2,0
0.8,16.8,0,17,42,1019.9,0
0.4,16.2,0,7,44,1018.7,0
1.4,15.9,0,19,59,1018.2,0
0.6,15.7,0,7,47,1022.1,0
0.4,15.8,0,19,56,1023.2,0
2.6,18.3,0,4,42,1023,0
2.8,20.4,0,7,31,1025.3,0
2.6,19.6,0,20,44,1023.6,0
6.5,16.8,0,11,68,1021.8,1
4.8,21.4,3.2,22,52,1020.2,1
10.8,18.8,5,33,71,1014.1,0
-0.1,14.4,1,17,44,1020.2,0
0.4,15.9,0,11,38,1018.6,0
2.7,14,0,30,47,1010.6,0
1.7,17.2,0,15,33,1020.4,0
4.4,20.8,0,7,50,1013.9,0
3.7,21.7,0,20,52,1011.8,0
5.5,23.9,0,11,36,1015.2,0
5.3,26.7,0,22,36,1007,0
10.1,13.6,1,22,70,1011.2,1
1.7,18.2,3.6,17,53,1020.3,0
4.4,22.1,0,13,36,1017.4,0
10,18.4,0,22,39,1018.1,0
1.9,18.3,0,11,39,1016.3,0
8.6,19.8,1,9,36,1020.5,0
3.1,19.6,0,9,37,1019.7,0
7,21.3,0,20,44,1014.4,0
11.5,19.2,0.6,19,93,1004.9,1
10.7,12.3,28.4,20,89,996.2,1
7.5,15.5,8.2,20,59,1003.7,1
8.2,13.5,3.8,11,80,1007.1,1
4.2,17.6,5.8,17,47,1018.1,0
2.9,18.3,0.8,9,40,1022.1,0
4.1,19.3,0,4,47,1021.9,0
5.6,17.8,0,13,59,1016.4,0
10.2,16,0,4,80,1012.6,1
11.1,21.4,4.2,7,53,1010.1,0
8.7,21.8,0,24,50,1009.5,0
10.7,18.6,0,28,57,1007.4,1
2.6,20.3,0,11,31,1016.8,0
5.3,23.2,0,7,47,1017.9,0
10,24.3,0,13,54,1012.3,0
10.3,25.5,0,19,53,1007.5,0
9.1,18.7,0,33,34,1020.5,0
4.3,20.3,0,7,29,1030.9,0
5.2,23.7,0,7,35,1029.7,0
5.7,25.7,0,11,42,1026.1,0
8.3,28,0,13,34,1021.7,0
11.3,24.7,0,11,47,1022.7,0
13.3,25.9,0,11,48,1020.8,0
11.7,30.9,0,11,27,1015.4,0
18,28.4,0,13,49,1006.3,1
11.9,20.6,12.2,20,60,1012.5,0
11.7,23.3,0,9,46,1018.3,0
